,C,C_stderr,D,F,F_stderr,a,chisq,color,file,fit,lambdaem,lambdaex,n,r0,redchi,tf,tf_stderr,w0,wxy,wz
10,2.75352303836,0.00265331859034,404.98,,,0.652,317.103125103,R,OR03125,fcs_nr,0.657,0.633,1.33,0.205389108586,2.26502232217,,,0.302919652938,,
11,2.75263665985,0.00255869541959,404.98,0.0306128518425,0.0198692967896,0.652,277.650428209,R,OR03125,fcs_ntr,0.657,0.633,1.33,0.205211048948,2.0119596247,8.83438301024e-07,7.63909978305e-07,0.304634656831,,
12,5.00306423433,0.0063900570317,404.98,,,,591.918729046,R,OR06250,fcs,,,,,4.22799092176,,,,0.371697587861,3.08701871374
13,5.00966981692,0.00686603877417,404.98,0.0437648340125,0.00839608823441,,507.489807513,R,OR06250,fcs_t,,,,,3.67746237329,5.58938455148e-06,1.74779458268e-06,,0.373837067966,3.07227090004
14,5.00237479799,0.00450655002804,404.98,,,0.652,294.517121406,R,OR06250,fcs_n,0.657,0.633,1.33,0.147171799758,2.10369372433,,,0.326397301571,,
15,5.00888573934,0.00470728159808,404.98,0.0381914275277,0.00589910182098,0.652,240.244862974,R,OR06250,fcs_nt,0.657,0.633,1.33,0.146744577991,1.74090480416,5.44300456227e-06,1.3600568531e-06,0.329456804328,,
16,5.00467985575,0.00547385947582,404.98,,,0.652,434.096105807,R,OR06250,fcs_nr,0.657,0.633,1.33,0.205389108586,3.10068647005,,,0.302919652938,,
17,5.00729201812,0.00578044244648,404.98,0.0342862899561,0.0117068391436,0.652,415.882140932,R,OR06250,fcs_ntr,0.657,0.633,1.33,0.205211048948,3.0136387024,2.5100080814e-06,1.27512264611e-06,0.304634656831,,
18,9.95528108918,0.0113808867454,404.98,,,,487.376604654,R,OR12500,fcs,,,,,3.48126146181,,,,0.371697587861,3.08701871374
19,9.94764060954,0.0115608624724,404.98,0.0344530140927,0.011924949376,,437.280409461,R,OR12500,fcs_t,,,,,3.16869861929,2.2985658407e-06,1.20559245126e-06,,0.373837067966,3.07227090004
20,9.95406969913,0.00843380923636,404.98,,,0.652,267.732760149,R,OR12500,fcs_n,0.657,0.633,1.33,0.147171799758,1.9123768582,,,0.326397301571,,
21,9.94754229843,0.00831808474579,404.98,0.0304341040227,0.0100553173351,0.652,232.469685629,R,OR12500,fcs_nt,0.657,0.633,1.33,0.146744577991,1.68456293934,1.78541090938e-06,8.74176764169e-07,0.329456804328,,
22,9.95853706889,0.00997319691685,404.98,,,0.652,374.038044209,R,OR12500,fcs_nr,0.657,0.633,1.33,0.205389108586,2.67170031578,,,0.302919652938,,
23,9.95464433118,0.0101685786512,404.98,0.0182894479188,0.0176183277132,0.652,360.855944585,R,OR12500,fcs_ntr,0.657,0.633,1.33,0.205211048948,2.61489814916,1.0468065696e-06,1.4079527516e-06,0.304634656831,,
24,2.4022062052,0.00551959398622,389.4,,,,296.945518231,B,BO01562,fcs,,,,,2.12103941593,,,,0.254485833092,3.23250671195
25,2.39818781111,0.00536677022889,389.4,0.0816644462696,0.0127437958956,,208.891279186,B,BO01562,fcs_t,,,,,1.51370492164,3.81685144271e-06,1.00959733674e-06,,0.260501853724,3.1810673154
26,2.4055102135,0.0051083225929,389.4,,,0.522,253.672190497,B,BO01562,fcs_n,0.519,0.488,1.33,0.133555417746,1.81194421783,,,0.184567325782,,
27,2.40398256958,0.0,389.4,0.33345120877,0.0,0.522,249.03270448,B,BO01562,fcs_nt,0.519,0.488,1.33,0.133613339646,1.80458481507,2.80829829536e-09,0.0,0.185829839175,,
28,2.41155049817,0.00694067036042,389.4,,,0.522,465.707325008,B,BO01562,fcs_nr,0.519,0.488,1.33,0.1762183255,3.32648089291,,,0.165657965989,,
29,2.41146328161,0.00698640760538,389.4,0.49999999999,0.00259800243117,0.522,463.267484412,B,BO01562,fcs_ntr,0.519,0.488,1.33,0.176266674711,3.35701075661,3.86485546156e-08,1.18080145266e-07,0.165897899383,,
30,4.36429345476,0.0113830917767,389.4,,,,375.212697835,B,BO03125,fcs,,,,,2.68009069882,,,,0.254485833092,3.23250671195
31,4.3710373847,0.0113472063211,389.4,0.111721264816,0.0126066503318,,263.539993449,B,BO03125,fcs_t,,,,,1.90971009745,4.20646636984e-06,8.46264528816e-07,,0.260501853724,3.1810673154
32,4.3679749287,0.0115952223391,389.4,,,0.522,388.65751709,B,BO03125,fcs_n,0.519,0.488,1.33,0.133555417746,2.77612512207,,,0.184567325782,,
33,4.37280978026,0.0121974122549,389.4,0.0592801408243,0.0296257073756,0.522,374.6496061,B,BO03125,fcs_nt,0.519,0.488,1.33,0.133613339646,2.71485221811,1.33059597774e-06,1.0065201883e-06,0.185829839175,,
34,4.37602275033,0.0148982488584,389.4,,,0.522,638.855583308,B,BO03125,fcs_nr,0.519,0.488,1.33,0.1762183255,4.56325416649,,,0.165657965989,,
35,4.53469496149,0.0430400026673,389.4,0.0589037664918,0.00933115638617,0.522,487.288511128,B,BO03125,fcs_ntr,0.519,0.488,1.33,0.176266674711,3.53107616759,9.99999999978e-05,6.17004583639e-07,0.165897899383,,
36,8.64840058729,0.0381450983582,389.4,,,,1099.76256197,B,BO06250,fcs,,,,,7.8554468712,,,,0.254485833092,3.23250671195
37,8.66297211631,0.0428456608661,389.4,0.103707316641,0.022179220013,,931.934941795,B,BO06250,fcs_t,,,,,6.75315175214,4.58950857646e-06,1.76829432213e-06,,0.260501853724,3.1810673154
38,8.65640597031,0.0366763885651,389.4,,,0.522,1015.03353275,B,BO06250,fcs_n,0.519,0.488,1.33,0.133555417746,7.25023951963,,,0.184567325782,,
39,8.6640797036,0.0399219381196,389.4,0.0410585170422,0.0433115494746,0.522,1005.17643243,B,BO06250,fcs_nt,0.519,0.488,1.33,0.133613339646,7.28388719149,1.67837953732e-06,2.61255654429e-06,0.185829839175,,
40,8.66892726929,0.0380723811319,389.4,,,0.522,1090.40607411,B,BO06250,fcs_nr,0.519,0.488,1.33,0.1762183255,7.78861481507,,,0.165657965989,,
41,8.66876260796,0.0384434155099,389.4,0.320212472199,1.89373503674,0.522,1089.17947222,B,BO06250,fcs_ntr,0.519,0.488,1.33,0.176266674711,7.89260487118,5.64676864751e-08,2.1747300884e-07,0.165897899383,,
42,18.2975608212,0.177365693464,389.4,,,,4527.70345158,B,BO12500,fcs,,,,,32.3407389398,,,,0.254485833092,3.23250671195
43,18.2012977281,0.183801136147,389.4,0.089192683507,0.0896861143782,,4165.51389039,B,BO12500,fcs_t,,,,,30.1848832637,1.6520760632e-06,2.60115710022e-06,,0.260501853724,3.1810673154
44,18.3269748696,0.171426175421,389.4,,,0.522,4219.50600897,B,BO12500,fcs_n,0.519,0.488,1.33,0.133555417746,30.1393286355,,,0.184567325782,,
45,18.3134953918,0.17281539267,389.4,0.028324552833,2.17385204222,0.522,4188.55782953,B,BO12500,fcs_nt,0.519,0.488,1.33,0.133613339646,30.3518683299,1.02141276531e-07,4.82657982878e-06,0.185829839175,,
46,18.3582277465,0.163227203943,389.4,,,0.522,3816.831533,B,BO12500,fcs_nr,0.519,0.488,1.33,0.1762183255,27.2630823785,,,0.165657965989,,
47,18.3556691853,0.0,389.4,0.00724107503158,0.0,0.522,3811.9259951,B,BO12500,fcs_ntr,0.519,0.488,1.33,0.176266674711,27.6226521384,4.40341713964e-09,0.0,0.165897899383,,
